acc_x[mg],acc_y[mg],acc_z[mg],gyro_x[dps],gyro_y[dps],gyro_z[dps]
-59,-131,-1000,-5.67,-0.42,-2.66
-70,-125,-1005,-4.9,-0.49,-2.59
-73,-120,-1013,-4.06,-1.05,-2.59
-77,-112,-1020,-3.78,-1.68,-2.45
-84,-119,-1020,-4.62,-2.1,-2.17
-82,-129,-1011,-5.04,-2.24,-2.1
-76,-142,-993,-4.27,-2.1,-1.96
-69,-152,-984,-2.38,-1.61,-1.96
-57,-151,-976,0.42,-1.19,-1.68
-54,-145,-984,2.87,-0.77,-1.33
-55,-139,-992,4.55,-0.42,-1.05
-69,-134,-1001,4.55,-0.42,-0.84
-81,-135,-1006,3.57,-0.56,-0.84
-82,-134,-1001,1.96,-0.35,-0.91
-78,-140,-990,0.7,-0.07,-0.63
-66,-153,-983,0.77,0.35,-0.35
-53,-166,-968,2.1,0.91,0.28
-59,-177,-965,4.2,1.68,0.77
-65,-174,-973,7.49,2.31,0.84
-60,-159,-979,9.59,3.01,1.26
-61,-147,-971,9.24,4.13,1.47
-65,-150,-968,7.49,4.62,1.54
-62,-158,-985,5.67,4.55,1.61
-59,-161,-1000,3.57,4.62,1.4
-53,-171,-1010,1.47,4.62,1.26
-45,-187,-1013,0.28,4.48,1.26
-42,-198,-1006,0.56,4.27,1.26
-40,-194,-995,2.24,4.06,1.33
-44,-190,-992,3.64,3.57,1.54
-56,-185,-990,4.06,3.29,1.61
-60,-181,-988,3.71,3.29,1.4
-53,-165,-987,2.87,3.22,1.05
-42,-152,-977,0.84,3.36,0.91
-38,-151,-968,-2.38,3.36,0.77
-45,-158,-977,-5.32,3.22,0.35
-45,-158,-994,-7.07,3.08,-0.07
-35,-155,-1007,-8.33,2.8,-0.28
-39,-160,-1016,-9.8,2.17,-0.35
-61,-167,-1020,-9.94,1.33,-0.49
-72,-162,-1027,-8.61,0.49,-0.7
-52,-146,-1020,-7.0,0.21,-0.91
-35,-143,-1007,-6.37,-0.21,-0.63
-42,-150,-1001,-5.6,-1.05,-0.49
-50,-137,-1008,-3.5,-1.75,-0.7
-42,-116,-1018,-2.31,-2.38,-0.7
-35,-111,-1026,-3.22,-2.8,-0.56
-44,-121,-1019,-4.83,-3.36,-0.63
-65,-130,-1007,-5.74,-3.99,-0.84
-70,-141,-1004,-5.18,-4.48,-1.05
-59,-145,-998,-3.85,-4.55,-1.12
-56,-148,-988,-2.31,-4.41,-0.98
-60,-141,-983,-0.7,-4.2,-0.77
-54,-128,-978,1.19,-3.78,-0.56
-53,-113,-982,2.1,-3.57,-0.35
-65,-108,-987,1.82,-3.29,-0.14
-80,-111,-997,0.91,-3.01,-0.07
-77,-121,-998,0.0,-2.59,-0.07
-71,-134,-990,-0.28,-2.03,-0.14
-63,-146,-987,0.7,-1.68,-0.07
-52,-151,-983,2.59,-1.4,0.21
-55,-150,-982,4.55,-1.19,0.63
-71,-150,-983,5.32,-0.98,1.05
-82,-144,-992,5.53,-0.63,1.26
-62,-135,-998,4.76,-0.14,1.47
-44,-147,-989,1.96,0.49,1.89
-43,-169,-984,0.21,0.84,1.75
-39,-181,-992,0.56,0.49,1.54
-40,-180,-1004,1.12,0.42,1.47
-47,-184,-998,1.12,0.56,1.47
-59,-187,-996,1.05,0.21,1.4
-71,-175,-993,1.61,0.0,1.26
-68,-146,-988,1.68,0.28,1.12
-46,-130,-978,-0.21,0.84,1.47
-35,-140,-974,-2.59,1.61,1.89
-24,-156,-981,-2.94,2.38,2.03
-21,-161,-986,-1.33,3.08,2.1
-41,-163,-984,-0.07,3.57,2.45
-69,-165,-975,0.21,3.92,2.59
-74,-159,-985,0.42,4.2,2.17
-63,-153,-988,-0.49,4.41,1.96
-70,-153,-980,-2.45,5.18,2.1
-57,-151,-979,-3.29,5.81,2.1
-28,-145,-986,-3.22,6.23,2.17
-26,-143,-982,-3.78,6.51,2.31
-42,-150,-989,-4.97,6.44,2.45
-37,-156,-1003,-5.32,6.16,1.89
-36,-153,-1010,-5.6,5.81,1.05
-50,-156,-1003,-6.65,5.18,0.77
-69,-163,-1001,-7.28,4.13,0.49
-56,-153,-1011,-6.44,3.29,-0.07
-24,-138,-1026,-6.02,2.66,-0.63
-8,-130,-1034,-6.72,1.89,-0.84
-13,-127,-1036,-7.28,0.84,-1.19
-32,-122,-1029,-7.56,-0.21,-1.4
-53,-114,-1025,-7.7,-1.19,-1.68
-57,-111,-1021,-7.77,-1.75,-1.89
-56,-113,-1004,-7.77,-1.82,-2.03
-58,-123,-980,-6.72,-1.61,-1.96
-66,-131,-968,-4.62,-1.54,-1.61
-62,-116,-968,-1.19,-1.05,-1.54
-33,-91,-968,0.98,-0.07,-1.33
-9,-74,-991,0.98,0.63,-0.98
-2,-79,-1007,0.14,0.56,-0.84
-25,-88,-1017,-0.91,0.14,-0.77
-45,-95,-1034,-1.05,-0.63,-0.91
-51,-113,-1042,-1.26,-1.68,-0.91
-68,-135,-1037,-1.26,-2.38,-0.84
-63,-152,-1015,0.35,-2.45,-1.05
-36,-152,-995,4.06,-2.45,-0.98
-18,-147,-982,8.33,-2.59,-0.28
-9,-139,-997,11.97,-2.73,0.21
-10,-122,-1009,13.86,-2.73,0.49
-21,-116,-1010,12.88,-2.45,0.7
-42,-133,-998,10.01,-2.24,0.63
-62,-150,-981,7.7,-1.96,0.07
-63,-160,-966,6.79,-1.68,-0.49
-58,-162,-965,6.09,-1.47,-0.7
-48,-163,-977,5.81,-1.33,-0.63
-37,-167,-989,5.39,-1.19,-0.35
-32,-163,-994,4.83,-0.98,-0.28
-38,-159,-990,4.06,-0.84,-0.35
-45,-155,-994,3.01,-0.91,-0.56
-55,-152,-993,1.47,-0.91,-0.77
-69,-150,-992,-0.42,-0.84,-0.84
-69,-161,-988,-1.89,-0.63,-0.84
-57,-165,-988,-2.1,-0.35,-0.98
-41,-158,-985,-0.84,0.07,-0.98
-21,-141,-983,0.42,0.35,-0.77
-15,-132,-986,0.42,0.56,-0.49
-27,-133,-1002,-0.42,0.42,-0.35
-42,-138,-1010,-1.33,0.21,-0.28
-58,-140,-1012,-2.24,0.14,-0.35
-57,-144,-1011,-2.73,-0.14,-0.42
-44,-149,-1004,-2.8,-0.14,-0.42
-46,-161,-986,-2.66,-0.14,-0.28
-55,-166,-976,-1.26,0.14,-0.28
-47,-158,-976,1.19,0.56,-0.14
-34,-147,-978,2.52,1.33,0.28
-28,-147,-987,2.8,1.82,0.56
-27,-143,-993,2.59,2.17,0.56
-39,-139,-986,1.19,2.24,0.49
-52,-147,-992,-1.4,1.89,0.21
-54,-152,-1001,-3.43,1.68,-0.28
-48,-157,-998,-5.18,1.61,-0.42
-41,-166,-993,-6.16,1.68,-0.49
-22,-164,-995,-5.18,1.54,-0.56
-6,-160,-1009,-3.78,1.05,-0.35
-8,-152,-1017,-2.73,0.7,-0.35
-27,-142,-1023,-2.45,0.0,-0.28
-47,-140,-1022,-3.15,-0.7,-0.21
-62,-140,-1015,-4.27,-1.4,-0.49
-67,-139,-1005,-4.9,-1.89,-0.84
-58,-136,-996,-5.11,-1.96,-1.05
-33,-128,-982,-4.13,-1.54,-0.98
-2,-119,-973,-2.38,-0.91,-0.63
8,-116,-986,-0.28,-0.49,-0.07
-7,-119,-1000,1.54,-0.49,0.42
-45,-115,-1007,2.31,-0.42,0.7
-69,-111,-1009,1.89,-0.56,0.56
-72,-116,-1008,0.56,-0.77,0.49
-65,-127,-999,-0.28,-0.77,0.35
-48,-138,-997,0.0,-0.77,0.49
-15,-154,-995,1.75,-0.49,0.91
-5,-167,-991,4.2,-0.35,1.33
-18,-169,-1002,7.07,-0.77,1.47
-24,-150,-1009,8.82,-1.12,1.33
-39,-134,-1007,7.0,-1.33,1.26
-49,-138,-1003,3.36,-1.54,0.91
-46,-149,-996,0.28,-1.89,0.49
-45,-161,-990,-1.61,-2.03,0.35
-44,-177,-986,-2.03,-2.03,0.21
-43,-182,-987,-0.84,-1.89,0.28
-38,-170,-981,0.98,-1.47,0.35
-28,-155,-985,2.17,-1.05,0.49
-18,-142,-987,2.17,-0.77,0.49
-24,-134,-991,1.05,-0.84,0.35
-43,-133,-1004,-0.77,-1.19,0.0
-55,-129,-1010,-2.38,-1.47,-0.42
-65,-131,-1002,-4.13,-1.47,-0.49
-73,-141,-996,-5.04,-1.33,-0.42
-60,-139,-989,-3.5,-0.98,-0.56
-30,-127,-993,-1.19,-0.7,-0.35
-16,-124,-997,0.35,-0.42,0.21
-26,-131,-991,1.54,-0.14,0.49
-45,-131,-995,2.8,-0.07,0.7
-54,-126,-999,3.71,0.21,0.63
-53,-124,-997,2.87,0.56,0.7
-54,-138,-987,0.77,1.05,0.77
-44,-152,-983,0.07,1.33,0.35
-23,-159,-981,0.63,1.54,0.21
-23,-169,-979,0.84,1.82,0.35
-33,-176,-983,1.82,2.38,0.21
-31,-161,-987,3.36,3.01,0.07
-41,-150,-986,3.08,3.57,0.21
-56,-146,-981,1.54,4.13,0.21
-53,-142,-988,0.42,4.27,-0.14
-45,-140,-990,-1.12,4.41,-0.35
-56,-151,-983,-2.87,4.55,-0.49
-72,-158,-980,-3.78,4.34,-0.63
-50,-145,-982,-3.5,4.48,-1.05
-15,-131,-978,-4.13,4.69,-1.26
-1,-131,-995,-5.39,4.48,-0.98
-6,-144,-1017,-5.67,3.78,-0.84
-25,-145,-1034,-5.18,3.01,-0.84
-44,-146,-1031,-5.67,2.24,-0.98
-48,-145,-1028,-6.79,1.61,-1.26
-20,-139,-1018,-6.93,1.33,-1.61
8,-137,-1020,-6.58,0.77,-1.4
17,-146,-1032,-5.32,0.0,-0.91
12,-155,-1037,-2.87,-0.77,-0.7
-7,-151,-1034,-0.28,-1.47,-0.56
-21,-144,-1024,1.75,-1.89,-0.56
-33,-146,-1013,2.1,-2.38,-0.49
-61,-152,-985,1.33,-2.45,-0.7
-73,-152,-953,0.56,-1.89,-0.84
-34,-142,-946,0.91,-1.05,-1.19
21,-131,-954,1.54,-0.21,-1.26
38,-123,-977,1.68,0.28,-0.91
15,-121,-1000,1.47,0.14,-0.49
-29,-117,-1017,0.56,-0.28,-0.49
-68,-109,-1022,-1.26,-0.49,-0.84
-89,-112,-1007,-3.64,-0.56,-0.98
-92,-127,-989,-5.11,-0.21,-0.98
-66,-137,-978,-3.5,0.98,-1.12
-19,-138,-966,0.56,2.1,-0.7
15,-142,-973,5.04,3.01,0.28
18,-141,-982,9.1,3.57,0.7
-3,-125,-995,11.55,3.57,0.98
-27,-113,-1011,10.36,3.57,0.91
-52,-114,-1010,6.16,3.78,0.35
-76,-130,-995,0.98,3.99,-0.28
-77,-149,-986,-1.89,4.48,-0.84
-44,-157,-974,-1.26,5.39,-1.05
1,-157,-964,1.54,6.23,-0.49
24,-156,-966,4.9,6.79,0.14
21,-148,-985,8.12,6.65,0.7
2,-134,-1004,9.31,6.58,0.84
-29,-120,-1014,7.28,6.58,0.56
-60,-125,-1013,2.66,6.16,0.21
-79,-136,-1003,-2.03,5.95,-0.28
-56,-141,-996,-4.76,6.09,-0.84
0,-140,-983,-5.95,6.44,-0.84
43,-151,-977,-6.02,6.86,-0.07
58,-173,-987,-3.85,7.0,0.7
53,-183,-1001,-0.07,6.65,0.84
22,-168,-1014,2.66,6.16,0.35
-12,-152,-1028,2.66,5.53,0.0
-31,-142,-1035,0.7,4.9,-0.49
-29,-139,-1030,-1.61,4.41,-0.91
-10,-140,-1023,-2.52,3.78,-1.12
10,-141,-1015,-1.75,3.22,-0.98
17,-144,-1006,0.14,2.66,-0.49
13,-144,-995,2.24,2.31,0.14
9,-142,-985,4.06,2.38,0.49
3,-139,-982,5.11,2.66,0.49
-3,-137,-981,5.25,2.8,0.49
-9,-138,-985,4.34,3.01,0.49
-7,-141,-988,2.94,3.36,0.35
-1,-141,-993,1.82,3.43,0.28
8,-140,-1002,0.98,3.22,0.35
15,-142,-1010,0.07,3.08,0.63
20,-147,-1014,-0.14,2.8,0.77
25,-152,-1012,0.07,2.31,0.91
15,-157,-1006,0.84,1.82,0.91
4,-153,-1005,2.24,1.33,0.77
-5,-148,-1001,2.73,0.77,0.91
-15,-143,-997,2.31,0.77,0.98
-6,-136,-983,1.61,1.26,1.05
10,-134,-977,0.28,1.89,1.19
27,-140,-979,-0.7,2.38,1.47
32,-153,-983,-1.05,3.08,1.75
25,-155,-986,-0.42,3.71,1.75
13,-159,-981,0.49,4.2,1.82
3,-165,-994,0.84,4.27,1.75
-5,-161,-1004,1.26,4.13,1.61
-19,-161,-1007,0.49,3.85,1.4
-20,-153,-1013,-0.35,3.36,1.05
-3,-141,-1019,-1.33,3.08,0.84
25,-134,-1011,-3.08,2.87,0.98
39,-143,-1003,-4.9,2.52,1.4
40,-165,-1000,-5.18,1.96,1.82
34,-180,-1006,-3.92,1.4,1.61
34,-182,-1010,-1.47,0.98,1.26
27,-181,-999,0.7,0.63,1.12
12,-179,-997,2.31,0.0,0.84
-1,-173,-998,3.57,-0.77,0.63
-3,-157,-1009,3.99,-1.26,0.35
9,-144,-1010,3.15,-1.19,0.21
24,-134,-1001,1.33,-1.05,0.14
30,-133,-991,-0.28,-1.05,0.28
32,-137,-987,-1.4,-1.05,0.35
29,-143,-988,-1.75,-0.98,0.35
26,-148,-994,-1.61,-0.84,0.42
23,-155,-997,-0.77,-0.49,0.35
21,-155,-997,0.56,-0.28,0.21
