acc_x[mg],acc_y[mg],acc_z[mg],gyro_x[dps],gyro_y[dps],gyro_z[dps]
-51,41,-981,1.54,0.28,0.63
-53,57,-992,-1.54,0.42,0.91
-48,47,-996,-5.18,0.7,1.05
-49,18,-995,-6.93,1.05,1.26
-50,2,-993,-5.53,1.26,1.54
-45,7,-999,-2.03,1.26,1.75
-32,24,-1014,1.12,1.12,1.47
-33,47,-1014,1.96,1.33,1.26
-47,55,-1018,0.63,1.68,1.47
-41,41,-1018,-0.35,2.1,1.19
-45,25,-1017,-0.56,1.89,1.05
-50,18,-1019,-0.07,1.33,0.56
-40,17,-1011,0.63,1.19,-0.14
-29,19,-1006,0.35,1.68,-0.98
-27,20,-1005,0.28,1.82,-1.12
-35,15,-1007,0.7,1.68,-0.84
-33,28,-1016,1.89,1.33,-0.84
-27,40,-1022,1.82,0.98,-0.63
-26,48,-1024,0.98,0.63,-0.28
-35,44,-1020,-0.84,0.21,-0.28
-43,21,-1017,-2.31,0.14,-0.42
-35,4,-1018,-1.75,0.28,-0.91
-22,11,-1011,0.35,0.56,-1.19
-18,31,-995,1.33,0.7,-0.98
-27,40,-984,0.35,0.28,-0.07
-36,42,-994,-0.84,-0.28,0.49
-39,37,-1010,-1.4,-0.98,0.77
-38,34,-1023,-1.54,-1.26,0.77
-32,24,-1027,-1.89,-1.33,0.35
-34,13,-1017,-2.59,-0.91,-0.07
-30,1,-1019,-1.4,-0.77,-0.56
-22,3,-1014,0.56,-1.19,-0.84
-32,9,-1029,1.75,-1.19,-0.84
-32,10,-1046,2.73,-1.05,-0.77
-24,16,-1040,3.85,-0.77,-0.84
-14,30,-1030,5.39,-0.91,-0.91
-17,32,-1019,6.09,-1.75,-0.56
-46,34,-1031,6.16,-2.66,-0.49
-62,45,-1033,5.18,-3.15,-0.49
-61,47,-1018,1.96,-3.36,-0.28
-69,28,-990,-1.89,-3.36,-0.14
-66,11,-978,-3.85,-3.08,-0.35
-34,20,-985,-1.96,-2.94,-0.77
-3,33,-986,1.61,-2.66,-0.84
-18,40,-1006,4.2,-2.31,-0.35
-49,91,-1011,7.42,-1.89,-0.42
-27,66,-1005,6.72,-2.87,-2.73
-45,47,-995,5.18,-2.1,3.08
-85,17,-1007,5.04,-2.17,-0.14
-24,0,-1008,6.09,-3.29,-1.61
-30,-10,-1005,5.6,-2.38,1.96
-49,-19,-1018,4.41,-3.01,0.63
-47,-7,-1021,2.8,-3.43,-1.61
-69,-6,-1008,-2.59,-3.01,-1.82
-83,-44,-988,-9.45,-2.8,-2.24
-59,-91,-987,-13.37,-1.82,-2.31
-20,-106,-981,-11.76,-0.77,-2.03
-23,-86,-975,-8.68,0.0,-1.82
-35,-41,-976,-6.65,0.35,-2.1
-35,1,-978,-6.23,0.49,-1.96
-46,32,-988,-7.91,0.42,-1.54
-57,47,-1010,-10.01,0.07,-0.98
-50,62,-1028,-11.41,-0.49,-0.56
-36,67,-1048,-12.81,-0.77,-0.35
-35,59,-1044,-14.35,-0.42,-0.56
-26,47,-1035,-13.44,-0.07,-0.98
-16,28,-1014,-9.66,-0.14,-1.05
-39,27,-1009,-3.92,-0.42,-0.7
-55,70,-1003,2.94,-1.4,-0.21
-65,92,-1008,3.92,-2.52,1.05
-69,70,-1038,-0.21,-2.17,1.89
-69,40,-1026,-2.87,-1.68,1.89
-40,14,-1001,-5.53,-1.68,1.89
-3,-7,-999,-5.25,-1.54,1.19
7,-7,-1010,-1.61,-1.89,0.63
-14,15,-1030,2.1,-2.1,0.35
-35,36,-1050,5.25,-2.03,0.49
